epoch;loss;lr;mae;mse;val_loss;val_mae;val_mse
0;237.98915100097656;0.01;7.679720878601074;237.98915100097656;26644.9765625;156.4687957763672;26644.9765625
1;12.166075706481934;0.01;2.6499297618865967;12.166075706481934;6715907.5;2445.589111328125;6715907.5
2;2.463277578353882;0.01;1.5332684516906738;2.463277578353882;529268310016.0;684162.25;529268310016.0
3;0.8837229013442993;0.01;0.8464919328689575;0.8837229013442993;30748859957248.0;5216141.0;30748859957248.0
4;0.5608598589897156;0.01;0.6405677795410156;0.5608598589897156;183340963463168.0;12739142.0;183340963463168.0
5;0.07436341047286987;0.01;0.2180054932832718;0.07436341047286987;367034651115520.0;17995338.0;367034651115520.0
6;0.21704621613025665;0.01;0.4202328622341156;0.21704620122909546;347819705630720.0;17468914.0;347819705630720.0
7;0.16562078893184662;0.01;0.3667379915714264;0.16562078893184662;208935327891456.0;13477393.0;208935327891456.0
8;0.04915953800082207;0.01;0.1822376251220703;0.04915953800082207;100655368765440.0;9298857.0;100655368765440.0
9;0.12402701377868652;0.01;0.2987145483493805;0.12402701377868652;40383220285440.0;5845288.0;40383220285440.0
10;0.04108746722340584;0.01;0.15876281261444092;0.04108746722340584;14479466168320.0;3465063.75;14479466168320.0
11;0.06972377002239227;0.01;0.22125759720802307;0.06972377002239227;4609213464576.0;1931001.625;4609213464576.0
12;0.021804671734571457;0.01;0.11742914468050003;0.021804671734571457;1429310013440.0;1059603.75;1429310013440.0
13;0.06218172237277031;0.01;0.2186601459980011;0.06218172237277031;461949501440.0;591569.4375;461949501440.0
14;0.018798915669322014;0.01;0.10472305864095688;0.018798915669322014;145773641728.0;325010.5;145773641728.0
15;0.04579323157668114;0.01;0.16607661545276642;0.04579323157668114;46251307008.0;178246.890625;46251307008.0
16;0.025676917284727097;0.01;0.12981195747852325;0.025676917284727097;15194564608.0;99346.1953125;15194564608.0
17;0.03546987473964691;0.01;0.14719873666763306;0.03546987473964691;4938311168.0;55370.27734375;4938311168.0
18;0.01662483997642994;0.01;0.10776913911104202;0.01662483997642994;1783517312.0;32710.439453125;1783517312.0
19;0.02436232753098011;0.01;0.13192246854305267;0.02436232753098011;634837568.0;19225.5703125;634837568.0
20;0.010810276493430138;0.01;0.08472814410924911;0.010810276493430138;226671712.0;11314.791015625;226671712.0
21;0.04727910831570625;0.01;0.17385593056678772;0.04727910831570625;84456672.0;6789.92626953125;84456672.0
22;0.01615240052342415;0.01;0.10315357893705368;0.01615240052342415;31928980.0;4103.15771484375;31928980.0
23;0.01326958928257227;0.01;0.09365778416395187;0.01326958928257227;12384208.0;2508.672119140625;12384208.0
24;0.013346487656235695;0.01;0.09355022758245468;0.013346487656235695;4863266.5;1539.7601318359375;4863266.5
25;0.011495735496282578;0.01;0.0829024463891983;0.011495735496282578;1886307.25;936.944580078125;1886307.25
26;0.013184763491153717;0.01;0.09442673623561859;0.013184763491153717;729805.5625;568.8430786132812;729805.5625
27;0.012762204743921757;0.01;0.08916220813989639;0.012762204743921757;281913.875;345.3621826171875;281913.875
28;0.00896463729441166;0.01;0.07775524258613586;0.00896463729441166;109107.828125;209.66064453125;109107.828125
29;0.007800360210239887;0.01;0.07199574261903763;0.007800360210239887;41094.72265625;125.36754608154297;41094.72265625
30;0.008453892543911934;0.01;0.07130216807126999;0.008453892543911934;14598.3154296875;72.70933532714844;14598.3154296875
31;0.007639834191650152;0.01;0.06991203129291534;0.007639834191650152;5194.89111328125;42.200584411621094;5194.89111328125
32;0.008444955572485924;0.01;0.06935930252075195;0.008444955572485924;1918.18994140625;24.922080993652344;1918.18994140625
33;0.009670473635196686;0.01;0.07827036827802658;0.009670473635196686;692.4642333984375;14.59133243560791;692.4642333984375
34;0.009897195734083652;0.01;0.08261261880397797;0.009897195734083652;238.78994750976562;8.397647857666016;238.78994750976562
35;0.008821390569210052;0.01;0.07069146633148193;0.008821390569210052;88.84738159179688;5.091712474822998;88.84738159179688
36;0.008697083219885826;0.01;0.07188763469457626;0.008697083219885826;34.64228057861328;3.2415740489959717;34.64228057861328
37;0.010359921492636204;0.01;0.08537227660417557;0.010359921492636204;13.730324745178223;2.0932226181030273;13.730324745178223
38;0.010586215183138847;0.01;0.08734212070703506;0.010586215183138847;5.329679489135742;1.3421623706817627;5.329679489135742
39;0.006020537111908197;0.01;0.06281749159097672;0.006020537111908197;2.340815305709839;0.9371299147605896;2.340815305709839
40;0.00988688413053751;0.01;0.0786673054099083;0.00988688413053751;1.08408522605896;0.6897642016410828;1.08408522605896
41;0.0051537915132939816;0.01;0.056411437690258026;0.0051537915132939816;0.46097859740257263;0.4671821594238281;0.46097859740257263
42;0.007946358993649483;0.01;0.06995602697134018;0.007946358993649483;0.2255454659461975;0.3616081178188324;0.2255454659461975
43;0.005057830363512039;0.01;0.05829383432865143;0.005057830363512039;0.15673477947711945;0.33275091648101807;0.15673477947711945
44;0.008284450508654118;0.01;0.07600069791078568;0.008284450508654118;0.07863066345453262;0.24392428994178772;0.07863066345453262
45;0.003390274941921234;0.01;0.045851364731788635;0.003390274941921234;0.0379607230424881;0.1747630536556244;0.0379607230424881
46;0.00931979063898325;0.01;0.07650413364171982;0.00931979063898325;0.04201856628060341;0.18615831434726715;0.04201856628060341
47;0.009899427182972431;0.01;0.07374297827482224;0.009899427182972431;0.03798957169055939;0.1770271360874176;0.03798957169055939
48;0.005947381258010864;0.01;0.055891722440719604;0.005947381258010864;0.007789995055645704;0.07148135453462601;0.007789995055645704
49;0.007483207155019045;0.01;0.07014451175928116;0.007483207155019045;0.004770330153405666;0.05213408172130585;0.004770330153405666
50;0.00519957672804594;0.01;0.05794604867696762;0.00519957672804594;0.02120974473655224;0.13398905098438263;0.02120974473655224
51;0.008916126564145088;0.01;0.07825903594493866;0.008916126564145088;0.012668640352785587;0.10057889670133591;0.012668640352785587
52;0.015008757822215557;0.01;0.10225150734186172;0.015008757822215557;0.0030552325770258904;0.04062783345580101;0.0030552325770258904
53;0.0056745437905192375;0.01;0.060132645070552826;0.0056745437905192375;0.0048323762603104115;0.06011831760406494;0.0048323762603104115
54;0.00581386499106884;0.01;0.05820310488343239;0.00581386499106884;0.004573460202664137;0.054650887846946716;0.004573460202664137
55;0.004213623236864805;0.01;0.049077924340963364;0.004213623236864805;0.005256525706499815;0.05796302482485771;0.005256525706499815
56;0.002493154490366578;0.01;0.04009411111474037;0.002493154490366578;0.005736422725021839;0.054977741092443466;0.005736422725021839
57;0.005559873301535845;0.01;0.05479824170470238;0.005559873301535845;0.006187351420521736;0.05792665481567383;0.006187351420521736
58;0.0035645959433168173;0.01;0.04561221972107887;0.003564596176147461;0.007279434707015753;0.07077351212501526;0.007279434707015753
59;0.0054996381513774395;0.01;0.05386395379900932;0.0054996381513774395;0.009652913548052311;0.07286450266838074;0.009652913548052311
60;0.009974058717489243;0.01;0.07624348253011703;0.009974058717489243;0.008455082774162292;0.06768769770860672;0.008455082774162292
61;0.002999413525685668;0.01;0.04291875287890434;0.002999413525685668;0.009518608450889587;0.08094770461320877;0.009518608450889587
62;0.007438278757035732;0.01;0.07519050687551498;0.007438278757035732;0.015067660249769688;0.09412539005279541;0.015067660249769688
63;0.007885099388659;0.01;0.06544184684753418;0.007885099388659;0.01762573979794979;0.1011405661702156;0.01762573979794979
64;0.00783577747642994;0.01;0.07327620685100555;0.00783577747642994;0.009976005181670189;0.07545868307352066;0.009976005181670189
65;0.008759282529354095;0.01;0.07133907079696655;0.008759282529354095;0.016316847875714302;0.09718435257673264;0.016316847875714302
66;0.007458014413714409;0.01;0.06930673867464066;0.007458014413714409;0.02241578698158264;0.11350920051336288;0.02241578698158264
67;0.005611830856651068;0.01;0.06331107765436172;0.005611830856651068;0.01439384464174509;0.1048131212592125;0.01439384464174509
68;0.014841411262750626;0.01;0.11089315265417099;0.014841411262750626;0.013129089027643204;0.09251373261213303;0.013129089027643204
69;0.025086546316742897;0.01;0.14546827971935272;0.025086546316742897;0.024911100044846535;0.11967885494232178;0.024911100044846535
70;0.005583633668720722;0.01;0.05886181443929672;0.005583633668720722;0.01242600753903389;0.0826982781291008;0.01242600753903389
71;0.005477313883602619;0.01;0.05457361415028572;0.005477313883602619;0.013087570667266846;0.09809494018554688;0.013087570667266846
72;0.011084623634815216;0.01;0.0924966037273407;0.011084623634815216;0.010727076791226864;0.07487499713897705;0.010727076791226864
73;0.007040785625576973;0.01;0.0700346827507019;0.007040785625576973;0.01469239592552185;0.08939038962125778;0.01469239592552185
74;0.007738485466688871;0.01;0.07366116344928741;0.007738485466688871;0.010693807154893875;0.07498712092638016;0.010693807154893875
75;0.003209700109437108;0.01;0.04003406688570976;0.003209700109437108;0.014145211316645145;0.08854939788579941;0.014145211316645145
76;0.0029739770106971264;0.01;0.040443532168865204;0.0029739770106971264;0.015610728412866592;0.09451477974653244;0.015610728412866592
77;0.002955818548798561;0.01;0.04258108139038086;0.002955818548798561;0.012764468789100647;0.08454110473394394;0.012764468789100647
78;0.002562673296779394;0.01;0.03940520063042641;0.002562673296779394;0.0127177769318223;0.08418722450733185;0.0127177769318223
79;0.002525721210986376;0.01;0.039241377264261246;0.002525721210986376;0.01638048328459263;0.09704084694385529;0.01638048328459263
80;0.0029048777651041746;0.01;0.04540231078863144;0.0029048777651041746;0.01387830637395382;0.08764496445655823;0.01387830637395382
81;0.002400956116616726;0.01;0.04038982838392258;0.002400956116616726;0.010328665375709534;0.07301097363233566;0.010328665375709534
82;0.001485791988670826;0.01;0.029984023422002792;0.001485791988670826;0.009625017642974854;0.06932635605335236;0.009625017642974854
83;0.001958009786903858;0.01;0.03561302274465561;0.001958009786903858;0.011538011021912098;0.0767727643251419;0.011538011021912098
84;0.004095615353435278;0.01;0.04886540025472641;0.004095615353435278;0.010977846570312977;0.07451817393302917;0.010977846570312977
85;0.002000183565542102;0.01;0.03438868373632431;0.002000183565542102;0.0099800331518054;0.07410816848278046;0.0099800331518054
86;0.003812361042946577;0.01;0.05012010410428047;0.003812361042946577;0.011594127863645554;0.07860448956489563;0.011594127863645554
87;0.0020290412940084934;0.01;0.03732435777783394;0.0020290412940084934;0.014414087869226933;0.08985530585050583;0.014414087869226933
88;0.004177152179181576;0.01;0.05330456793308258;0.004177152179181576;0.012964644469320774;0.08409752696752548;0.012964644469320774
89;0.0027091216761618853;0.01;0.040461041033267975;0.0027091216761618853;0.01143624261021614;0.07701578736305237;0.01143624261021614
90;0.002418481046333909;0.01;0.040866922587156296;0.002418481046333909;0.010276594199240208;0.07232101261615753;0.010276594199240208
91;0.00211808318272233;0.01;0.03517474979162216;0.00211808318272233;0.009233334101736546;0.06959990411996841;0.009233334101736546
92;0.0031340753193944693;0.01;0.04395425692200661;0.0031340753193944693;0.011000129394233227;0.07492589205503464;0.011000129394233227
93;0.00244552711956203;0.01;0.037074800580739975;0.00244552711956203;0.010730898007750511;0.0738367959856987;0.010730898007750511
94;0.004460294730961323;0.01;0.05376731976866722;0.004460294730961323;0.015358558855950832;0.09095527976751328;0.015358558855950832
95;0.0035449040587991476;0.01;0.047916825860738754;0.0035449040587991476;0.014009004458785057;0.08731026947498322;0.014009004458785057
96;0.003225920954719186;0.01;0.04366746172308922;0.003225920954719186;0.010506016202270985;0.08206909894943237;0.010506016202270985
97;0.007278863340616226;0.01;0.07730776071548462;0.007278863340616226;0.00931366067379713;0.07243093848228455;0.00931366067379713
98;0.004243919625878334;0.01;0.050595562905073166;0.004243919625878334;0.029223255813121796;0.1311461478471756;0.029223255813121796
99;0.01438964158296585;0.01;0.10630588978528976;0.01438964158296585;0.00927494652569294;0.06661450117826462;0.00927494652569294
100;0.001996551873162389;0.01;0.034652017056941986;0.001996551873162389;0.015364652499556541;0.12099302560091019;0.015364652499556541
101;0.01781465671956539;0.01;0.11822543293237686;0.01781465671956539;0.009745568037033081;0.06865253299474716;0.009745568037033081
102;0.00936637818813324;0.01;0.06759796291589737;0.00936637818813324;0.01765017956495285;0.09705293923616409;0.01765017956495285
103;0.005955725442618132;0.01;0.06200369447469711;0.005955725442618132;0.011897530406713486;0.1025126725435257;0.011897530406713486
104;0.012238536030054092;0.01;0.094081349670887;0.012238536030054092;0.00777169456705451;0.06256823986768723;0.00777169456705451
105;0.003648292738944292;0.01;0.04901512712240219;0.003648292738944292;0.022906357422471046;0.1158430352807045;0.022906357422471046
106;0.008616304025053978;0.01;0.08007736504077911;0.008616304025053978;0.007815465331077576;0.06684818863868713;0.007815465331077576
107;0.005500866565853357;0.01;0.058989617973566055;0.005500866565853357;0.01082614716142416;0.09618110954761505;0.01082614716142416
108;0.003908212296664715;0.01;0.05200052633881569;0.003908212296664715;0.010595054365694523;0.07096007466316223;0.010595054365694523
109;0.007890180684626102;0.01;0.06414967030286789;0.007890180684626102;0.00829244777560234;0.06052332744002342;0.00829244777560234
110;0.00137042417190969;0.01;0.028192367404699326;0.00137042417190969;0.014238029718399048;0.11516647040843964;0.014238029718399048
111;0.009343207813799381;0.01;0.0869985893368721;0.009343207813799381;0.00823894701898098;0.07280102372169495;0.00823894701898098
112;0.004491594620049;0.01;0.05647045746445656;0.004491594620049;0.011334803886711597;0.07300082594156265;0.011334803886711597
113;0.0035503923427313566;0.01;0.046199649572372437;0.0035503923427313566;0.007384294643998146;0.05728011950850487;0.007384294643998146
114;0.0014263467164710164;0.01;0.027626996859908104;0.0014263467164710164;0.007681882008910179;0.07043939083814621;0.007681882008910179
115;0.0021712861489504576;0.01;0.03868431597948074;0.0021712861489504576;0.006932645570486784;0.062289200723171234;0.006932645570486784
116;0.0025841149035841227;0.01;0.04075058177113533;0.0025841149035841227;0.006920868065208197;0.05769239738583565;0.006920868065208197
117;0.0018200165359303355;0.01;0.03397968411445618;0.0018200165359303355;0.0070491391234099865;0.062015291303396225;0.0070491391234099865
118;0.002522536553442478;0.01;0.039216045290231705;0.002522536553442478;0.006862628739327192;0.059615667909383774;0.006862628739327192
119;0.002469828352332115;0.01;0.037756819278001785;0.002469828352332115;0.006783076096326113;0.05827119201421738;0.006783076096326113
120;0.002576096449047327;0.01;0.03806193545460701;0.002576096449047327;0.006673042196780443;0.05474688112735748;0.006673042196780443
121;0.0020871444139629602;0.01;0.03464117646217346;0.0020871444139629602;0.006548382807523012;0.06084710732102394;0.006548382807523012
122;0.0016658611129969358;0.01;0.02952890843153;0.0016658611129969358;0.006621454376727343;0.05220971256494522;0.006621454376727343
123;0.0025791714433580637;0.01;0.04064180701971054;0.0025791714433580637;0.006866245064884424;0.05301816761493683;0.006866245064884424
124;0.0047336360439658165;0.01;0.056645460426807404;0.0047336360439658165;0.006973933894187212;0.054480552673339844;0.006973933894187212
125;0.00223088962957263;0.01;0.03764764964580536;0.00223088962957263;0.007885445840656757;0.057402923703193665;0.007885445840656757
126;0.003068893915042281;0.01;0.04269840940833092;0.003068893915042281;0.008260291069746017;0.07681424915790558;0.008260291069746017
127;0.0023662911262363195;0.01;0.03798847645521164;0.0023662911262363195;0.010775387287139893;0.09836752712726593;0.010775387287139893
128;0.004898264072835445;0.01;0.05453074350953102;0.004898264072835445;0.006804046221077442;0.055047377943992615;0.006804046221077442
129;0.0024428062606602907;0.01;0.042637985199689865;0.0024428062606602907;0.0070969536900520325;0.05306115001440048;0.0070969536900520325
130;0.004571553319692612;0.01;0.05008263513445854;0.004571553319692612;0.00788209866732359;0.07683277875185013;0.00788209866732359
131;0.0031529327388852835;0.01;0.04273459315299988;0.0031529327388852835;0.011622613295912743;0.10287740081548691;0.011622613295912743
132;0.0038720197044312954;0.01;0.053284063935279846;0.0038720197044312954;0.007851261645555496;0.05784722417593002;0.007851261645555496
133;0.0038481627125293016;0.01;0.0486549437046051;0.0038481627125293016;0.008290860801935196;0.058090366423130035;0.008290860801935196
