epoch;accuracy;loss;lr;precision;val_accuracy;val_loss;val_precision
0;0.5099999904632568;14.124443054199219;0.01;0.5555555820465088;0.6470588445663452;360754976.0;0.6470588445663452
1;0.5799999833106995;1.419619083404541;0.01;0.6117647290229797;0.6470588445663452;105906464.0;0.6470588445663452
2;0.3700000047683716;0.9269082546234131;0.01;0.4791666567325592;0.0;43608296.0;0.0
3;0.3100000023841858;0.7945629954338074;0.01;0.3333333432674408;0.0;5151376.0;0.0
4;0.6399999856948853;1.8963078260421753;0.01;0.6195651888847351;0.0;578426.0;0.0
5;0.36000001430511475;1.0714313983917236;0.01;0.31147539615631104;0.0;56339.578125;0.0
6;0.3799999952316284;0.9788087606430054;0.01;0.37974682450294495;0.0;11484.3095703125;0.0
7;0.46000000834465027;0.6115471124649048;0.01;0.47560974955558777;0.0;2272.016845703125;0.0
8;0.6000000238418579;0.8145039081573486;0.01;0.5569620132446289;0.0;751.43310546875;0.0
9;0.5799999833106995;0.5683057308197021;0.01;0.6052631735801697;0.0;231.9231414794922;0.0
10;0.699999988079071;0.9419913291931152;0.01;0.699999988079071;0.05882352963089943;98.54489135742188;0.05882352963089943
11;0.5199999809265137;0.5756992697715759;0.01;0.5529412031173706;0.1764705926179886;61.334049224853516;0.1764705926179886
12;0.5699999928474426;0.5324421525001526;0.01;0.5531914830207825;0.1764705926179886;26.9960880279541;0.1764705926179886
13;0.6000000238418579;0.5873113870620728;0.01;0.5918367505073547;0.23529411852359772;17.280141830444336;0.23529411852359772
14;0.7300000190734863;0.41738495230674744;0.01;0.7373737096786499;0.29411765933036804;3.450993299484253;0.29411765933036804
15;0.800000011920929;0.32161688804626465;0.01;0.800000011920929;0.7058823704719543;0.47247034311294556;0.7058823704719543
16;0.8199999928474426;0.2728257179260254;0.01;0.8199999928474426;0.6470588445663452;0.6717610955238342;0.6470588445663452
17;0.800000011920929;0.28888118267059326;0.01;0.800000011920929;0.7647058963775635;0.503048837184906;0.7647058963775635
18;0.8799999952316284;0.20987136662006378;0.01;0.8799999952316284;0.3529411852359772;1.3620012998580933;0.3529411852359772
19;0.7200000286102295;0.40994545817375183;0.01;0.7200000286102295;0.7647058963775635;0.47181326150894165;0.7647058963775635
20;0.7799999713897705;0.2736361622810364;0.01;0.7799999713897705;0.9411764740943909;0.19649748504161835;0.9411764740943909
21;0.8199999928474426;0.282332181930542;0.01;0.8199999928474426;0.9411764740943909;0.22854198515415192;0.9411764740943909
22;0.8100000023841858;0.29093077778816223;0.01;0.8100000023841858;0.8235294222831726;0.3505297005176544;0.8235294222831726
23;0.8600000143051147;0.283367782831192;0.01;0.868686854839325;0.8823529481887817;0.3430294692516327;0.8823529481887817
24;0.7799999713897705;0.4051952064037323;0.01;0.7799999713897705;0.7647058963775635;0.5473673939704895;0.7647058963775635
25;0.7200000286102295;0.37285110354423523;0.01;0.7171717286109924;0.6470588445663452;0.5359604358673096;0.6470588445663452
26;0.8100000023841858;0.31615889072418213;0.01;0.8100000023841858;0.8823529481887817;0.33674857020378113;0.8823529481887817
27;0.8399999737739563;0.31529295444488525;0.01;0.8399999737739563;0.8823529481887817;0.2970065772533417;0.8823529481887817
28;0.8100000023841858;0.35085076093673706;0.01;0.8100000023841858;0.47058823704719543;0.8326156735420227;0.47058823704719543
29;0.6600000262260437;0.9939236640930176;0.01;0.6804123520851135;0.3529411852359772;38.71523666381836;0.3529411852359772
30;0.6399999856948853;0.7278520464897156;0.01;0.6399999856948853;0.6470588445663452;3.593775510787964;0.6470588445663452
31;0.5799999833106995;4.450294494628906;0.01;0.5918367505073547;0.0;46.70560836791992;0.0
32;0.38999998569488525;0.807158887386322;0.01;0.45679011940956116;0.0;22.277395248413086;0.0
33;0.550000011920929;0.7905531525611877;0.01;0.5844155550003052;0.0;11.023695945739746;0.0
