TRACK_ID,FRAME,POSITION_Y,POSITION_X,POSITION_X_um,POSITION_Y_um,t,state,generation,root,parent,dummy,class_id,velocity,class_firstdetection,t_firstdetection,ID
1.0,0.0,102.11662198391421,95.79772117962466,19.159544235924933,20.423324396782846,0,5,0,1,1,False,1.0,,2.0,-1.0,0
1.0,1.0,100.90814140332084,98.3430637386181,19.66861274772362,20.18162828066417,1,5,0,1,1,False,1.0,2.0302350387586805,2.0,-1.0,1
1.0,2.0,101.13524646436908,100.10352876561856,20.020705753123714,20.227049292873815,2,5,0,1,1,False,1.0,1.2465270309899112,2.0,-1.0,2
1.0,3.0,101.92669720949604,101.88546438983757,20.377092877967513,20.38533944189921,3,5,0,1,1,False,1.0,1.805581619751936,2.0,-1.0,3
1.0,4.0,102.32888264230499,101.80224877020379,20.360449754040758,20.465776528461,4,5,0,1,1,False,1.0,,2.0,-1.0,4
1.0,5.0,105.11505406154699,103.77807041863043,20.755614083726087,21.023010812309398,5,5,0,1,1,False,1.0,,2.0,-1.0,5
