epoch;accuracy;loss;lr;precision;val_accuracy;val_loss;val_precision
0;0.4647887349128723;1.9572092294692993;0.01;0.6022727489471436;0.4583333432674408;3650263.25;0.4583333432674408
1;0.7323943376541138;0.8583551049232483;0.01;0.7704917788505554;0.4583333432674408;75547360.0;0.4583333432674408
2;0.6971830725669861;0.7522985339164734;0.01;0.7421875;0.4583333432674408;78627096.0;0.4583333432674408
3;0.7253521084785461;0.6739203333854675;0.01;0.7440000176429749;0.4583333432674408;27781302.0;0.4583333432674408
4;0.7112675905227661;0.6604141592979431;0.01;0.7909091114997864;0.4583333432674408;6588446.5;0.4583333432674408
5;0.7605633735656738;0.6465661525726318;0.01;0.818965494632721;0.4583333432674408;2575609.25;0.4583333432674408
6;0.6901408433914185;0.6745646595954895;0.01;0.7054263353347778;0.4583333432674408;845284.25;0.4583333432674408
7;0.7112675905227661;0.7013458609580994;0.01;0.7226277589797974;0.5416666865348816;289096.40625;0.5789473652839661
8;0.7394366264343262;0.6609890460968018;0.01;0.7592592835426331;0.625;124159.78125;0.7333333492279053
9;0.6619718074798584;0.7125438451766968;0.01;0.7007874250411987;0.7083333134651184;33038.6875;0.7857142686843872
10;0.7464788556098938;0.6733227968215942;0.01;0.7669172883033752;0.7083333134651184;3794.99609375;0.7083333134651184
11;0.7464788556098938;0.761277973651886;0.01;0.7410072088241577;0.7083333134651184;342.3109130859375;0.7083333134651184
12;0.6971830725669861;0.6749844551086426;0.01;0.7099236845970154;0.625;351.0179443359375;0.7857142686843872
13;0.7323943376541138;0.6039340496063232;0.01;0.7839999794960022;0.6666666865348816;295.3038330078125;0.695652186870575
14;0.7957746386528015;0.5942602157592773;0.01;0.8267716765403748;0.7083333134651184;184.0077667236328;0.7083333134651184
15;0.8169013857841492;0.5211778283119202;0.01;0.8421052694320679;0.625;94.42687225341797;0.625
16;0.7816901206970215;0.5874016880989075;0.01;0.7857142686843872;0.625;102.0926284790039;0.6521739363670349
17;0.7676056623458862;0.5830506086349487;0.01;0.7769784331321716;0.7083333134651184;67.70218658447266;0.7083333134651184
18;0.8028169274330139;0.5261595845222473;0.01;0.8235294222831726;0.4583333432674408;34.625736236572266;0.4583333432674408
19;0.7183098793029785;0.5553831458091736;0.01;0.7372262477874756;0.4583333432674408;43.58041763305664;0.4583333432674408
20;0.7323943376541138;0.6166309118270874;0.01;0.7727272510528564;0.5;40.45036697387695;0.5
21;0.8169013857841492;0.6111570596694946;0.01;0.8283582329750061;0.4583333432674408;14.912497520446777;0.4583333432674408
22;0.7676056623458862;0.5780979990959167;0.01;0.7878788113594055;0.7083333134651184;3.7740728855133057;0.7083333134651184
23;0.7323943376541138;0.6338632702827454;0.01;0.7440000176429749;0.4583333432674408;10.390199661254883;0.4583333432674408
24;0.7816901206970215;0.560585618019104;0.01;0.8807339668273926;0.4583333432674408;19.837080001831055;0.4583333432674408
25;0.7676056623458862;0.6102156043052673;0.01;0.7769784331321716;0.4583333432674408;18.116716384887695;0.4583333432674408
26;0.7535211443901062;0.5598137378692627;0.01;0.7910447716712952;0.7083333134651184;8.055598258972168;0.7083333134651184
27;0.7816901206970215;0.5265536904335022;0.01;0.8045112490653992;0.7083333134651184;3.8969147205352783;0.7083333134651184
28;0.7676056623458862;0.5394600629806519;0.01;0.7753623127937317;0.7083333134651184;3.188826322555542;0.7083333134651184
29;0.8028169274330139;0.5589601993560791;0.01;0.8115941882133484;0.7083333134651184;2.1023387908935547;0.695652186870575
30;0.8028169274330139;0.521789014339447;0.01;0.8148148059844971;0.4166666567325592;3.7386820316314697;0.4166666567325592
31;0.7183098793029785;0.5693609714508057;0.01;0.7950819730758667;0.3333333432674408;3.876049041748047;0.3333333432674408
32;0.8239436745643616;0.5305670499801636;0.01;0.8429751992225647;0.5;2.478330373764038;0.5
33;0.8309859037399292;0.48729872703552246;0.01;0.8636363744735718;0.7083333134651184;3.2276995182037354;0.7083333134651184
34;0.8239436745643616;0.46999889612197876;0.01;0.8394160866737366;0.7083333134651184;4.945930004119873;0.7083333134651184
35;0.8380281925201416;0.46417897939682007;0.01;0.845588207244873;0.7083333134651184;6.066445827484131;0.7083333134651184
36;0.8380281925201416;0.47869640588760376;0.01;0.8500000238418579;0.7083333134651184;7.47780179977417;0.7083333134651184
37;0.8591549396514893;0.4784519076347351;0.01;0.8581560254096985;0.7083333134651184;7.041080951690674;0.7083333134651184
38;0.8169013857841492;0.4682055711746216;0.01;0.8208954930305481;0.7083333134651184;4.898501873016357;0.7083333134651184
39;0.8380281925201416;0.43975430727005005;0.01;0.8428571224212646;0.7083333134651184;2.807586669921875;0.7083333134651184
40;0.8521126508712769;0.4676610827445984;0.01;0.8521126508712769;0.7083333134651184;2.5989198684692383;0.7083333134651184
41;0.8309859037399292;0.5118469595909119;0.01;0.8666666746139526;0.7083333134651184;1.9685052633285522;0.739130437374115
42;0.8169013857841492;0.46778610348701477;0.01;0.84375;0.625;1.638024926185608;0.6086956262588501
43;0.7605633735656738;0.5546197295188904;0.01;0.7737226486206055;0.6666666865348816;1.4091154336929321;0.6666666865348816
44;0.8169013857841492;0.5735575556755066;0.01;0.8484848737716675;0.7083333134651184;1.9991859197616577;0.7083333134651184
45;0.8309859037399292;0.5021353960037231;0.01;0.8368794322013855;0.7083333134651184;2.986541748046875;0.7083333134651184
46;0.8309859037399292;0.523933470249176;0.01;0.8357142806053162;0.7083333134651184;3.335742950439453;0.7083333134651184
47;0.8450704216957092;0.44362872838974;0.01;0.8540145754814148;0.7083333134651184;3.3518097400665283;0.7083333134651184
48;0.8169013857841492;0.46910321712493896;0.01;0.8394160866737366;0.7083333134651184;2.902181625366211;0.7083333134651184
