epoch;accuracy;loss;lr;precision;val_accuracy;val_loss;val_precision
0;0.7198067903518677;0.6618120074272156;0.008;0.7618412375450134;0.695652186870575;0.7061800360679626;0.7126436829566956
1;0.8031401038169861;0.41161078214645386;0.008;0.8160848021507263;0.6594203114509583;0.8771470189094543;0.682539701461792
2;0.8327294588088989;0.34333160519599915;0.008;0.8393846154212952;0.6521739363670349;0.8485647439956665;0.6859503984451294
3;0.8393719792366028;0.3434586524963379;0.008;0.8435583114624023;0.6992753744125366;0.8179973363876343;0.7076923251152039
4;0.8574879169464111;0.3109482526779175;0.008;0.8612645864486694;0.6884058117866516;0.7219012975692749;0.7007575631141663
5;0.8605072498321533;0.3001345098018646;0.008;0.8637751936912537;0.760869562625885;0.8234084248542786;0.7636363506317139
6;0.8707729578018188;0.28121811151504517;0.008;0.8751530051231384;0.72826087474823;0.7766762971878052;0.7380073666572571
7;0.8719806671142578;0.2722228765487671;0.008;0.8779889345169067;0.7355072498321533;0.7633880972862244;0.7399267554283142
8;0.8695651888847351;0.2819393277168274;0.008;0.8756097555160522;0.717391312122345;0.7416012287139893;0.7303370833396912
9;0.8828502297401428;0.2581098973751068;0.008;0.885644793510437;0.6847826242446899;0.8962907195091248;0.7007575631141663
10;0.895531415939331;0.24267466366291046;0.008;0.8993902206420898;0.782608687877655;0.8235721588134766;0.7818182110786438
11;0.8931159377098083;0.2537404000759125;0.008;0.8962782025337219;0.7101449370384216;0.830504298210144;0.7185184955596924
12;0.9057971239089966;0.21453018486499786;0.008;0.9115314483642578;0.6666666865348816;0.8583393096923828;0.6691449880599976
13;0.9015700221061707;0.2312174290418625;0.008;0.9087010025978088;0.5253623127937317;1.6511958837509155;0.5298507213592529
14;0.8876811861991882;0.2398197501897812;0.008;0.8928788900375366;0.6050724387168884;1.262773871421814;0.607272744178772
15;0.9082125425338745;0.20212732255458832;0.008;0.9144254326820374;0.510869562625885;2.2052948474884033;0.5127272605895996
16;0.8888888955116272;0.23820184171199799;0.008;0.8926829099655151;0.6231883764266968;1.0692318677902222;0.6254681944847107
17;0.91847825050354;0.1843252331018448;0.008;0.9214850664138794;0.70652174949646;0.8449154496192932;0.7078651785850525
18;0.907608687877655;0.1918700784444809;0.008;0.9094775319099426;0.7210144996643066;0.863678514957428;0.7306272983551025
19;0.9178743958473206;0.19484780728816986;0.008;0.9186399579048157;0.760869562625885;1.001301646232605;0.7599999904632568
20;0.9148550629615784;0.20154643058776855;0.008;0.9152029156684875;0.739130437374115;0.9990172386169434;0.7362637519836426
21;0.9064009785652161;0.19794586300849915;0.008;0.9083181619644165;0.760869562625885;0.9419705867767334;0.760869562625885
22;0.9124395847320557;0.19650284945964813;0.008;0.9143897891044617;0.6739130616188049;1.2242965698242188;0.6788321137428284
23;0.9039855003356934;0.21445970237255096;0.008;0.9077669978141785;0.760869562625885;0.8274837732315063;0.7664233446121216
24;0.9239130616188049;0.18651719391345978;0.008;0.9265331029891968;0.72826087474823;0.8138280510902405;0.7407407164573669
25;0.91847825050354;0.17541217803955078;0.008;0.9206060767173767;0.6557971239089966;1.0207291841506958;0.6629629731178284
26;0.9311594367027283;0.16686870157718658;0.008;0.93503338098526;0.6884058117866516;0.9094501733779907;0.6951673030853271
27;0.9202898740768433;0.16988582909107208;0.008;0.9246658682823181;0.6630434989929199;1.2369526624679565;0.6753731369972229
28;0.9221014380455017;0.16422012448310852;0.008;0.9252734184265137;0.7318840622901917;1.1416616439819336;0.7345454692840576
29;0.9190821051597595;0.1643083691596985;0.008;0.9188370704650879;0.6376811861991882;1.41353440284729;0.6360294222831726
30;0.9214975833892822;0.1684669852256775;0.008;0.9241964817047119;0.7246376872062683;0.8629788756370544;0.7407407164573669
31;0.9347826242446899;0.1520293653011322;0.008;0.9364407062530518;0.6521739363670349;1.225555181503296;0.6532846689224243
32;0.9251207709312439;0.14585353434085846;0.008;0.9289186000823975;0.7355072498321533;1.199371099472046;0.7389705777168274
33;0.9390096664428711;0.13113483786582947;0.008;0.9401088953018188;0.7210144996643066;1.2829082012176514;0.7289377450942993
34;0.9365941882133484;0.1413397192955017;0.008;0.9370459914207458;0.7028985619544983;1.2359780073165894;0.7106227278709412
35;0.9432367086410522;0.1182418018579483;0.008;0.9454545378684998;0.70652174949646;1.2329455614089966;0.7148148417472839
36;0.9371980428695679;0.11699032783508301;0.008;0.9400363564491272;0.7572463750839233;1.0319312810897827;0.7610294222831726
37;0.929347813129425;0.15861843526363373;0.008;0.9298669695854187;0.6594203114509583;1.315407395362854;0.6678966879844666
38;0.9214975833892822;0.16190506517887115;0.008;0.9233109951019287;0.75;0.9469053745269775;0.7601476311683655
39;0.9378019571304321;0.13436460494995117;0.008;0.9387878775596619;0.6884058117866516;1.1447181701660156;0.6886447072029114
40;0.9450483322143555;0.10393494367599487;0.008;0.9472727179527283;0.6992753744125366;1.2071882486343384;0.7047970294952393
41;0.9522947072982788;0.10260792076587677;0.008;0.9528130888938904;0.7246376872062683;1.0919421911239624;0.7306272983551025
42;0.945652186870575;0.10331008583307266;0.008;0.9455535411834717;0.72826087474823;1.693580150604248;0.72826087474823
43;0.9402173757553101;0.1420256793498993;0.008;0.9412832856178284;0.760869562625885;1.3193529844284058;0.760869562625885
44;0.9214975833892822;0.17223721742630005;0.008;0.9229369163513184;0.7681159377098083;1.6771522760391235;0.7681159377098083
