epoch;accuracy;loss;lr;precision;val_accuracy;val_loss;val_precision
0;0.25;5.287708759307861;0.01;0.24770642817020416;0.3181818127632141;72170.3828125;0.3181818127632141
1;0.4921875;1.0756068229675293;0.01;0.6202531456947327;0.3181818127632141;77109864.0;0.3181818127632141
2;0.5859375;0.8355554938316345;0.01;1.0;0.3181818127632141;1124253056.0;0.3181818127632141
3;0.6875;0.7446722984313965;0.01;0.9791666865348816;0.3181818127632141;2276174592.0;0.3181818127632141
4;0.8046875;0.6251465082168579;0.01;1.0;0.3181818127632141;1556981376.0;0.3181818127632141
5;0.828125;0.4892146587371826;0.01;0.8859649300575256;0.3181818127632141;638263168.0;0.3181818127632141
6;0.8515625;0.4575195014476776;0.01;0.8617886304855347;0.3181818127632141;196853104.0;0.3181818127632141
7;0.875;0.3953946828842163;0.01;0.875;0.3181818127632141;53353680.0;0.3181818127632141
8;0.890625;0.4044340252876282;0.01;0.9166666865348816;0.3181818127632141;19288632.0;0.3181818127632141
9;0.90625;0.32914283871650696;0.01;0.90625;0.3181818127632141;10499708.0;0.3181818127632141
10;0.8984375;0.354738712310791;0.01;0.8984375;0.3181818127632141;5053732.5;0.3181818127632141
11;0.9140625;0.2990933358669281;0.01;0.913385808467865;0.3181818127632141;2217251.75;0.3181818127632141
12;0.90625;0.2546747326850891;0.01;0.920634925365448;0.3181818127632141;944289.9375;0.3181818127632141
13;0.921875;0.23573726415634155;0.01;0.9285714030265808;0.3181818127632141;385524.96875;0.3181818127632141
14;0.96875;0.16589313745498657;0.01;0.9763779640197754;0.3181818127632141;159311.484375;0.3181818127632141
15;0.96875;0.12546446919441223;0.01;0.9763779640197754;0.3181818127632141;70261.21875;0.3181818127632141
16;0.9765625;0.11461258679628372;0.01;0.9765625;0.3181818127632141;33377.3046875;0.3181818127632141
17;0.96875;0.10501736402511597;0.01;0.96875;0.3181818127632141;17407.490234375;0.3181818127632141
18;0.9765625;0.0721018835902214;0.01;0.9765625;0.3181818127632141;9744.962890625;0.3181818127632141
19;0.9609375;0.11725705862045288;0.01;0.9609375;0.3181818127632141;5500.884765625;0.3181818127632141
20;0.953125;0.22594550251960754;0.01;0.953125;0.3181818127632141;3684.556884765625;0.3181818127632141
21;0.8828125;0.7140550017356873;0.01;0.8828125;0.3181818127632141;2870.613525390625;0.3181818127632141
22;0.8984375;0.9813546538352966;0.01;0.8984375;0.3181818127632141;2740.207763671875;0.3181818127632141
23;0.90625;0.35151833295822144;0.01;0.90625;0.3181818127632141;2497.878173828125;0.3181818127632141
24;0.8203125;0.5668314695358276;0.01;0.8253968358039856;0.3181818127632141;2428.3134765625;0.3181818127632141
25;0.953125;0.15260323882102966;0.01;0.953125;0.3181818127632141;2397.481689453125;0.3181818127632141
26;0.921875;0.2269858866930008;0.01;0.921875;0.3181818127632141;2288.894775390625;0.3181818127632141
27;0.9140625;0.23842677474021912;0.01;0.9140625;0.3181818127632141;2176.0771484375;0.3181818127632141
28;0.9296875;0.24824097752571106;0.01;0.9296875;0.3181818127632141;2095.408447265625;0.3181818127632141
29;0.953125;0.23727139830589294;0.01;0.9527559280395508;0.3181818127632141;2012.51171875;0.3181818127632141
30;0.953125;0.24337972700595856;0.01;0.960629940032959;0.3181818127632141;1902.2286376953125;0.3181818127632141
31;0.953125;0.20665767788887024;0.01;0.953125;0.3181818127632141;1773.9500732421875;0.3181818127632141
32;0.9609375;0.16257920861244202;0.01;0.9609375;0.3181818127632141;1651.1114501953125;0.3181818127632141
33;0.96875;0.14947646856307983;0.01;0.96875;0.3181818127632141;1530.0784912109375;0.3181818127632141
34;0.9609375;0.13351383805274963;0.01;0.9609375;0.3181818127632141;1407.2940673828125;0.3181818127632141
35;0.9765625;0.11943357437849045;0.01;0.9765625;0.3181818127632141;1283.21923828125;0.3181818127632141
36;0.96875;0.10298457741737366;0.01;0.96875;0.3181818127632141;1164.8643798828125;0.3181818127632141
37;0.96875;0.10196445882320404;0.01;0.9685039520263672;0.3181818127632141;1054.7071533203125;0.3181818127632141
38;0.96875;0.08793731033802032;0.01;0.96875;0.3181818127632141;954.050537109375;0.3181818127632141
39;0.9765625;0.07641959190368652;0.01;0.9765625;0.3181818127632141;864.0357055664062;0.3181818127632141
40;0.984375;0.06843549013137817;0.01;0.984375;0.3181818127632141;784.093017578125;0.3181818127632141
41;0.984375;0.0660775750875473;0.01;0.984375;0.3181818127632141;712.7973022460938;0.3181818127632141
42;0.984375;0.05661908537149429;0.01;0.984375;0.3181818127632141;648.0239868164062;0.3181818127632141
43;0.984375;0.055121008306741714;0.01;0.984375;0.3181818127632141;590.9891967773438;0.3181818127632141
44;0.984375;0.05110439658164978;0.01;0.984375;0.3181818127632141;542.0263061523438;0.3181818127632141
