epoch;loss;lr;mae;mse;val_loss;val_mae;val_mse
0;1.3349262475967407;0.001;0.8968459963798523;1.3349262475967407;0.023706544190645218;0.13336783647537231;0.023706544190645218
1;0.3568282425403595;0.001;0.46447286009788513;0.3568282425403595;0.026258915662765503;0.13999415934085846;0.026258915662765503
2;0.2367231398820877;0.001;0.37551018595695496;0.2367231398820877;0.021113503724336624;0.12291056662797928;0.021113503724336624
3;0.08865385502576828;0.001;0.23660136759281158;0.08865385502576828;0.015076317824423313;0.10304350405931473;0.015076317824423313
4;0.048645660281181335;0.001;0.16668088734149933;0.048645660281181335;0.005388033110648394;0.06257283687591553;0.005388033110648394
5;0.0383768230676651;0.001;0.14722426235675812;0.0383768230676651;0.0072761825285851955;0.06728904694318771;0.0072761825285851955
6;0.046239741146564484;0.001;0.17459022998809814;0.046239741146564484;0.02714367024600506;0.1471271961927414;0.02714367024600506
7;0.0558614507317543;0.001;0.1891614943742752;0.0558614507317543;0.03091425634920597;0.15886709094047546;0.03091425634920597
8;0.05863947048783302;0.001;0.19894911348819733;0.05863947048783302;0.04898933321237564;0.20806707441806793;0.04898933321237564
9;0.04228368028998375;0.001;0.16520905494689941;0.04228368028998375;0.04099595546722412;0.1864386349916458;0.04099595546722412
10;0.04379840940237045;0.001;0.16947387158870697;0.04379840940237045;0.05857741832733154;0.2283954918384552;0.05857741832733154
11;0.03270621970295906;0.001;0.1442708522081375;0.03270621970295906;0.09810169786214828;0.3028562366962433;0.09810169786214828
12;0.027910035103559494;0.001;0.12998367846012115;0.027910035103559494;0.1159897968173027;0.3311176598072052;0.1159897968173027
13;0.015743309631943703;0.001;0.09773438423871994;0.015743309631943703;0.12410791963338852;0.3431070148944855;0.12410791963338852
14;0.021933943033218384;0.001;0.11676190048456192;0.021933943033218384;0.11596565693616867;0.3309326469898224;0.11596565693616867
15;0.01967458985745907;0.001;0.10151467472314835;0.01967458985745907;0.17016805708408356;0.4044927954673767;0.17016805708408356
16;0.028411978855729103;0.001;0.13720859587192535;0.028411978855729103;0.209913969039917;0.4506952166557312;0.209913969039917
17;0.03367072716355324;0.001;0.1525360643863678;0.03367072716355324;0.2249874621629715;0.46714162826538086;0.2249874621629715
18;0.019048308953642845;0.001;0.11020176857709885;0.019048308953642845;0.2891656458377838;0.5314827561378479;0.2891656458377838
19;0.01570175029337406;0.001;0.09864731878042221;0.01570175029337406;0.2617869973182678;0.5050238370895386;0.2617869973182678
20;0.015029664151370525;0.001;0.09662564098834991;0.015029664151370525;0.3382546305656433;0.5757930874824524;0.3382546305656433
21;0.023227650672197342;0.001;0.1191459447145462;0.023227650672197342;0.3151189982891083;0.5552564859390259;0.3151189982891083
22;0.027903344482183456;0.001;0.14374379813671112;0.027903344482183456;0.3401511013507843;0.5774266123771667;0.3401511013507843
23;0.02637394517660141;0.001;0.12961213290691376;0.02637394517660141;0.40009361505508423;0.6273720860481262;0.40009361505508423
24;0.007758524734526873;0.001;0.07110127806663513;0.007758524734526873;0.32289379835128784;0.5624328255653381;0.32289379835128784
25;0.012520832940936089;0.001;0.09049457311630249;0.012520832940936089;0.39114317297935486;0.6202163696289062;0.39114317297935486
26;0.008459115400910378;0.001;0.07510615140199661;0.008459115400910378;0.3814872205257416;0.6123853325843811;0.3814872205257416
27;0.007009673863649368;0.001;0.06558912992477417;0.007009673863649368;0.38813352584838867;0.6177935004234314;0.38813352584838867
28;0.006831597536802292;0.001;0.06651930510997772;0.006831597536802292;0.43578028678894043;0.6552911400794983;0.43578028678894043
29;0.0070270635187625885;0.001;0.06322874128818512;0.0070270635187625885;0.41974443197250366;0.6429532766342163;0.41974443197250366
30;0.007587227504700422;0.001;0.06395052373409271;0.007587227504700422;0.4700026214122772;0.6809181571006775;0.4700026214122772
31;0.005700795911252499;0.001;0.05991942435503006;0.005700795911252499;0.49045729637145996;0.6957827210426331;0.49045729637145996
32;0.006048973184078932;0.001;0.059171415865421295;0.006048973184078932;0.528623640537262;0.7227720618247986;0.528623640537262
33;0.005576200317591429;0.001;0.05769948661327362;0.005576200317591429;0.4745871126651764;0.6844033598899841;0.4745871126651764
34;0.009563587605953217;0.001;0.07664116472005844;0.009563587605953217;0.4986169636249542;0.7018483281135559;0.4986169636249542
35;0.0046309526078403;0.001;0.054042670875787735;0.0046309526078403;0.48211073875427246;0.6900137662887573;0.48211073875427246
36;0.003239436075091362;0.001;0.04672711342573166;0.003239436075091362;0.46682050824165344;0.6788133978843689;0.46682050824165344
37;0.007037653587758541;0.001;0.06352715194225311;0.007037653587758541;0.47887271642684937;0.6876229047775269;0.47887271642684937
38;0.005303193815052509;0.001;0.05679510161280632;0.005303193815052509;0.4907582700252533;0.6962504982948303;0.4907582700252533
39;0.004747388418763876;0.001;0.05497485399246216;0.004747388418763876;0.4953935444355011;0.6995019912719727;0.4953935444355011
40;0.005178067833185196;0.001;0.0548371858894825;0.005178067833185196;0.511618435382843;0.7109785079956055;0.511618435382843
41;0.00519262719899416;0.001;0.055678319185972214;0.00519262719899416;0.5588300824165344;0.7434188723564148;0.5588300824165344
42;0.00509435310959816;0.001;0.056872282177209854;0.00509435310959816;0.5407959222793579;0.7310927510261536;0.5407959222793579
43;0.0050486354157328606;0.001;0.05531957745552063;0.0050486354157328606;0.5669620633125305;0.7487918734550476;0.5669620633125305
